ValdezD_18R_Governor,WhiteD_18R_Governor,X18R_Governor_abstain,BCVAP_2018,HCVAP_2018,WCVAP_2018,OCVAP_2018,X18R_Governor_CVAP
18,17,3555,357,148,3034,51,0
10,9,1729,4,83,1601,60,0
15,7,1611,75,110,1434,14,0
8,5,1283,289,104,821,82,0
6,1,1191,17,150,1007,24,0
15,11,2920,90,223,2555,78,0
7,9,1368,36,67,1237,44,0
21,10,3573,65,408,3091,40,0
9,3,2123,7,121,2007,0,0
4,4,1300,98,20,1112,78,0
16,15,1678,25,10,1652,22,0
23,11,547,384,0,194,3,0
2,6,608,52,9,526,29,0
37,21,3158,110,273,2707,126,0
34,15,3705,40,135,3535,44,0
12,7,3191,180,175,2835,20,0
19,16,4241,77,201,3894,104,0
16,2,1493,10,38,1393,70,0
1,1,1371,59,24,1221,69,0
5,3,1050,0,1058,0,0,0
14,7,2195,0,1989,226,1,0
7,6,997,0,973,37,0,0
73,33,4511,0,4157,460,0,0
18,2,1573,0,1431,162,0,0
16,11,1928,0,1642,236,77,0
47,43,4004,10,3028,876,180,0
10,12,1301,25,862,392,44,0
68,35,3018,0,2829,246,46,0
76,31,2323,0,2235,195,0,0
194,52,1808,0,1893,151,10,0
11,6,125,0,141,1,0,0
184,69,4277,10,3643,638,239,0
142,29,828,0,945,35,19,0
14,5,901,0,920,0,0,0
355,15,1799,0,2148,20,1,0
60,8,717,0,757,28,0,0
1,1,318,0,283,36,1,0
17,7,144,0,147,21,0,0
4,0,686,0,685,5,0,0
0,1,537,0,524,13,1,0
10,6,672,0,667,17,4,0
15,2,2068,0,1495,590,0,0
3,1,110,0,99,15,0,0
31,15,2982,0,2061,896,71,0
11,11,977,2,863,123,11,0
10,12,1136,0,1128,29,1,0
19,20,2761,0,2255,485,60,0
9,2,698,0,645,64,0,0
200,46,4809,0,4300,710,45,0
86,17,1524,0,1441,186,0,0
32,13,2019,13,1892,158,1,0
57,9,1187,0,1238,15,0,0
8,4,992,22,756,226,0,0
60,33,2844,1,2571,365,0,0
89,42,3798,3,3801,122,3,0
10,6,1389,0,1207,192,6,0
53,26,2603,0,2066,496,120,0
9,24,1992,0,1985,40,0,0
4,1,3196,2,3080,119,0,0
24,8,4544,10,4489,77,0,0
17,9,3207,2,3071,143,17,0
147,30,5294,0,5238,213,20,0
6,6,1096,0,1026,81,1,0
17,5,1489,0,1184,326,1,0
0,0,323,0,266,56,1,0
17,16,1910,0,1610,279,54,0
21,12,3080,52,2900,77,84,0
40,16,3158,0,2970,161,83,0
70,46,2347,2,1946,452,63,0
71,18,1849,0,1748,190,0,0
214,80,2764,50,2444,416,148,0
387,87,4987,43,5112,248,58,0
32,18,1317,23,1032,206,106,0
12,6,2451,4,2339,126,0,0
37,11,2705,12,2622,119,0,0
7,0,1195,3,1156,20,23,0
15,7,3174,17,3052,99,28,0
23,13,2709,0,2713,32,0,0
19,15,3716,0,3275,466,9,0
24,30,2351,0,2340,65,0,0
77,38,3381,122,2288,874,212,0
8,10,840,0,676,125,57,0
21,7,2819,0,2762,85,0,0
5,1,1561,33,1187,98,249,0
18,7,1066,0,937,154,0,0
32,25,2369,0,2103,289,34,0
147,42,7238,633,5612,1106,76,0
88,36,4132,67,3912,258,19,0
16,5,2359,0,2362,18,0,0
0,0,76,1,65,10,0,0
0,0,26,1,20,5,0,0
22,13,1310,10,1130,190,15,0
63,34,2101,0,1532,535,131,0
6,2,778,24,597,112,53,0
0,0,77,0,74,3,0,0
1,1,27,0,27,2,0,0
19,10,1762,0,1328,462,1,0
45,15,2104,33,2060,57,14,0
48,6,1821,0,1826,48,1,0
10,1,871,0,815,66,1,0
75,32,5896,0,5286,683,34,0
1,0,22,0,19,3,1,0
42,26,3020,0,2309,614,165,0
8,2,853,9,710,78,66,0
35,8,4250,0,4230,63,0,0
8,3,660,0,574,84,13,0
19,7,4207,0,4108,124,1,0
75,38,5469,0,5387,188,7,0
1,0,36,0,35,2,0,0
268,41,3676,0,3908,77,0,0
9,9,1204,0,1099,123,0,0
8,1,296,0,299,6,0,0
2,0,333,0,215,120,0,0
60,30,2677,0,2532,235,0,0
21,7,3380,93,3177,124,14,0
61,33,3127,16,2388,760,57,0
21,7,2600,0,2421,201,6,0
1,1,158,0,137,22,1,0
77,50,4626,0,4568,185,0,0
51,18,7112,45,6581,551,4,0
90,38,2344,7,2408,54,3,0
9,5,1118,26,929,138,39,0
18,16,1076,0,405,705,0,0
66,48,2956,0,2831,239,0,0
72,22,2622,9,2569,137,1,0
187,49,3300,0,2968,496,72,0
262,95,4412,89,4230,324,126,0
191,58,2390,15,2270,275,79,0
259,38,1933,2,2111,117,0,0
117,40,4343,165,3950,325,60,0
9,1,1351,0,1199,162,0,0
25,11,3138,0,2433,741,0,0
22,5,1727,0,1637,73,44,0
26,15,4001,21,3418,593,10,0
37,26,3413,17,2627,822,10,0
39,29,3107,0,2925,230,20,0
7,17,2342,13,1712,587,54,0
28,31,4614,0,4582,91,0,0
18,8,2317,0,2220,123,0,0
32,5,1177,0,1203,10,1,0
16,2,2211,0,1999,230,0,0
2,0,72,0,41,33,0,0
13,0,2383,0,2383,13,0,0
16,4,1090,0,658,452,0,0
52,25,1385,30,943,422,67,0
15,3,1000,0,996,18,4,0
15,23,1572,21,1058,531,0,0
21,11,1127,0,1140,15,4,0
32,13,2647,0,2674,11,7,0
9,4,159,3,145,23,1,0
7,5,1605,0,1382,235,0,0
0,1,14,0,14,0,1,0
11,6,916,0,914,19,0,0
0,1,77,0,75,2,1,0
53,40,2545,0,1621,949,68,0
15,7,2358,5,1846,504,25,0
25,17,1541,8,1292,282,1,0
0,0,94,0,84,10,0,0
3,10,524,0,503,34,0,0
8,6,502,2,422,82,10,0
0,1,28,1,20,6,2,0
2,1,42,0,35,8,2,0
1,0,79,0,69,11,0,0
0,0,56,0,48,8,0,0
1,0,77,0,67,11,0,0
30,20,886,0,925,11,0,0
14,1,1981,0,1958,38,0,0
0,0,90,0,76,12,2,0
1,3,185,0,173,16,0,0
2,0,83,0,85,0,0,0
9,9,1302,0,970,275,75,0
17,1,635,4,632,16,1,0
117,46,2233,6,1987,400,3,0
3,1,233,0,236,1,0,0
95,28,3214,47,3072,172,46,0
5,2,673,0,614,66,0,0
35,35,2314,0,2324,60,0,0
6,3,1321,0,1296,34,0,0
100,15,3183,7,3180,106,5,0
6,12,1045,0,1053,10,0,0
2,1,171,7,118,35,14,0
25,10,2609,39,2064,247,294,0
1,0,350,0,293,58,0,0
0,0,334,0,279,55,0,0
12,12,1939,0,1613,268,82,0
11,2,843,0,768,88,0,0
3,3,719,27,613,75,10,0
8,5,536,0,473,76,0,0
8,7,212,0,159,68,0,0
16,2,1206,0,1184,40,0,0
7,4,791,0,795,7,0,0
0,0,26,0,21,5,0,0
0,0,90,0,75,15,0,0
3,1,1820,11,1429,383,1,0
6,1,1167,0,1171,3,0,0
15,2,1022,0,965,74,0,0
6,2,1411,0,1298,121,0,0
3,3,627,0,552,81,0,0
1,1,142,0,123,21,0,0
0,0,35,0,32,3,0,0
3,3,419,0,411,14,0,0
2,0,115,0,104,13,0,0
2,8,788,0,484,314,0,0
4,4,933,0,907,34,0,0
6,3,1026,0,976,53,6,0
0,0,33,0,31,2,0,0
0,0,0,0,0,0,0,0
3,1,177,0,155,26,0,0
36,31,3535,0,2157,1445,0,0
10,11,2334,0,1310,1045,0,0
15,6,2609,0,2542,88,0,0
4,0,311,0,241,41,33,0
2,0,295,0,228,39,30,0
7,4,474,4,392,89,0,0
4,2,277,0,251,8,24,0
25,23,1586,28,596,1009,1,0
3,3,182,0,186,2,0,0
2,1,76,0,78,1,0,0
2,2,135,0,138,1,0,0
10,5,786,0,643,136,22,0
6,4,1310,0,765,555,0,0
8,0,1078,0,1052,34,0,0
9,3,69,0,53,23,5,0
6,1,42,0,46,3,0,0
4,1,38,0,40,3,0,0
7,1,50,0,54,4,0,0
3,1,23,0,25,2,0,0
0,0,0,0,0,0,0,0
39,24,2591,44,2004,399,207,0
36,22,2798,6,2145,606,99,0
35,17,903,5,722,137,91,0
6,10,835,0,579,268,4,0
15,17,3585,0,2959,475,183,0
9,8,978,0,638,357,0,0
0,1,238,0,216,23,0,0
20,4,1665,52,1283,240,114,0
39,18,2212,32,1817,397,23,0
1,1,906,0,880,28,0,0
1,3,254,0,258,0,0,0
9,4,1656,15,1546,102,6,0
2,3,440,12,376,52,5,0
3,0,192,0,184,10,1,0
5,8,1064,69,947,37,24,0
23,22,2080,0,1969,148,8,0
0,0,257,0,250,4,3,0
11,3,750,0,639,107,18,0
5,1,1278,0,1267,17,0,0
20,3,619,0,503,97,42,0
74,18,1482,0,1461,87,26,0
1,1,14,0,15,0,1,0
8,2,74,0,81,2,1,0
3,7,156,0,151,15,0,0
7,0,289,0,283,13,0,0
2,0,14,0,16,0,0,0
21,6,3004,0,2989,41,1,0
29,5,4337,0,4345,26,0,0
7,1,1083,0,933,158,0,0
13,10,435,0,435,23,0,0
2,0,610,0,500,81,31,0
9,3,1581,0,1431,127,35,0
0,0,6,0,5,0,1,0
49,14,1295,0,1345,13,0,0
3,2,307,1,253,58,0,0
11,5,509,0,411,79,35,0
39,4,1202,0,1235,10,0,0
0,1,54,0,44,11,0,0
68,31,2484,0,2497,86,0,0
10,5,931,7,795,138,6,0
3,1,723,0,709,18,0,0
0,0,26,0,17,9,0,0
1,0,51,0,49,3,0,0
1,5,876,0,776,105,1,0
3,0,425,0,427,1,0,0
0,0,74,0,74,0,0,0
0,0,10,0,7,2,1,0
1,1,250,0,223,29,0,0
1,1,25,0,24,3,0,0
2,1,681,0,652,32,0,0
1,0,205,2,197,6,1,0
0,0,12,0,10,2,0,0
0,0,10,0,7,2,1,0
3,3,348,0,233,121,0,0
1,0,375,0,369,7,0,0
0,0,232,8,191,33,0,0
3,2,665,0,649,21,0,0
27,12,434,0,428,45,0,0
11,11,1282,243,369,684,8,0
14,10,2171,640,616,893,46,0
20,24,2656,219,518,1867,96,0
5,0,577,3,72,496,11,0
3,8,383,12,39,341,2,0
5,7,471,17,36,423,7,0
1,2,309,6,25,273,8,0
2,1,699,31,161,500,10,0
15,7,2007,156,373,1467,33,0
0,0,692,2,97,589,4,0
18,14,3426,79,246,3069,64,0
6,5,1178,42,63,1051,33,0
1,2,417,23,57,329,11,0
0,2,347,19,47,272,11,0
1,1,225,3,17,201,6,0
7,7,505,5,64,436,14,0
19,11,1202,0,41,1154,37,0
8,11,1956,0,99,1859,17,0
12,13,1728,7,30,1702,14,0
4,5,667,23,86,557,10,0
7,9,1683,127,137,1421,14,0
2,6,664,1,57,594,20,0
3,5,698,51,206,424,25,0
0,0,721,0,183,522,16,0
0,0,776,7,209,549,11,0
4,9,2467,84,753,1554,89,0
2,3,2883,222,1282,1347,37,0
0,0,894,14,376,504,0,0
3,3,2479,89,1364,972,60,0
0,0,107,0,22,85,0,0
0,0,256,20,140,95,1,0
0,0,686,22,435,227,2,0
0,0,328,2,80,239,7,0
0,0,947,34,312,594,7,0
2,4,1255,9,531,693,28,0
0,1,641,15,214,396,17,0
1,1,834,12,229,584,11,0
6,5,1298,89,61,1101,58,0
14,11,4083,4,310,3655,139,0
10,12,2764,8,323,2356,99,0
7,9,3339,71,512,2659,113,0
5,6,2277,4,220,2019,45,0
1,2,877,0,26,831,23,0
14,11,2916,0,163,2751,27,0
30,34,4366,0,339,3954,137,0
27,30,4586,60,484,4041,58,0
7,4,2172,22,267,1858,36,0
4,4,2037,0,207,1814,24,0
17,19,3516,45,440,3004,63,0
16,16,4113,0,519,3552,74,0
2,1,540,0,65,461,17,0
33,46,4953,0,74,4923,35,0
21,6,2332,145,207,1905,102,0
14,12,1647,196,212,1230,35,0
15,12,2170,433,180,1512,72,0
6,7,1430,77,114,1229,23,0
1,1,657,11,93,546,9,0
3,1,227,3,12,214,2,0
1,2,934,1,20,911,5,0
0,2,285,3,9,267,8,0
9,3,1265,122,148,987,20,0
1,5,1115,52,137,905,27,0
9,4,1146,3,41,1080,35,0
3,6,1253,14,48,1168,32,0
5,8,2023,51,180,1774,31,0
1,2,636,0,52,580,7,0
1,1,216,14,20,182,2,0
5,1,781,6,41,721,19,0
2,0,361,0,30,318,15,0
16,12,1427,470,242,736,7,0
2,4,1036,77,43,917,5,0
6,5,2144,90,120,1878,67,0
4,6,2125,109,119,1864,43,0
2,8,1480,459,120,846,65,0
6,17,1827,471,89,1226,64,0
17,33,1879,1133,88,682,26,0
3,18,1911,344,330,1214,44,0
2,2,1799,194,28,1568,13,0
2,3,1180,236,84,865,0,0
4,4,1080,176,13,899,0,0
2,2,483,39,1,447,0,0
0,2,421,2,3,418,0,0
2,1,243,56,10,176,4,0
0,8,132,22,9,108,1,0
0,1,121,0,13,108,1,0
0,1,288,25,11,240,13,0
1,11,332,88,17,239,0,0
0,0,264,5,17,238,4,0
0,0,2803,1016,513,1159,115,0
21,4,96,5,8,108,0,0
1,3,677,76,0,595,10,0
0,2,209,0,5,203,3,0
0,1,359,184,0,176,0,0
1,1,264,60,11,190,5,0
10,5,2369,229,1146,978,31,0
3,1,1059,28,750,280,5,0
6,4,2391,318,949,1014,120,0
1,0,291,17,88,180,7,0
1,1,280,6,83,176,17,0
4,2,490,41,54,353,48,0
4,3,1438,65,231,1102,47,0
0,0,957,59,239,659,0,0
0,0,273,19,94,154,6,0
10,13,1949,139,624,1041,168,0
5,5,2341,155,509,1646,41,0
3,3,354,35,97,225,3,0
0,0,0,0,0,0,0,0
0,0,1118,66,422,618,12,0
5,3,1337,27,397,838,83,0
4,2,1562,172,729,643,24,0
2,0,173,4,51,116,4,0
0,0,241,0,60,177,4,0
0,0,0,0,0,0,0,0
0,0,349,24,117,208,0,0
6,6,1355,52,222,1016,77,0
4,3,1269,69,199,934,74,0
0,0,168,0,36,127,5,0
0,0,0,0,0,0,0,0
1,1,655,12,192,418,35,0
5,4,689,10,194,480,14,0
2,1,547,2,141,397,10,0
0,0,67,0,17,49,1,0
1,1,716,2,175,540,1,0
0,0,487,0,136,351,0,0
8,3,500,0,332,165,14,0
4,1,796,10,602,181,8,0
4,9,195,0,106,97,5,0
3,1,177,2,136,41,2,0
4,3,244,3,189,57,2,0
0,2,1190,35,57,1080,20,0
4,5,1659,168,23,1457,20,0
1,2,680,0,37,637,9,0
8,2,1037,28,96,891,32,0
4,1,1407,160,257,953,42,0
13,8,2980,496,230,2104,171,0
21,9,3400,433,356,2451,190,0
6,3,2709,454,520,1669,75,0
6,2,1437,9,170,1243,23,0
1,0,1024,21,138,850,16,0
4,1,575,14,49,507,10,0
13,2,1610,113,217,1278,17,0
5,2,749,0,7,735,14,0
15,11,4342,40,263,3964,101,0
17,10,5843,101,535,5133,101,0
9,7,2032,20,226,1756,46,0
2,1,1752,10,283,1437,25,0
3,0,662,0,81,584,0,0
5,4,1727,10,124,1592,10,0
14,3,3108,4,188,2760,173,0
8,2,1897,10,26,1819,52,0
8,2,1805,40,200,1566,9,0
10,5,2753,2,113,2632,21,0
7,7,1652,94,98,1460,14,0
11,10,2872,226,175,2416,76,0
0,0,683,34,96,553,0,0
16,19,4666,1274,395,2747,285,0
10,12,2982,554,222,2039,189,0
4,4,374,3,7,367,5,0
7,5,636,73,74,495,6,0
5,3,537,61,50,429,5,0
7,8,845,53,21,767,19,0
6,5,2929,953,779,1154,54,0
8,4,1413,28,39,1343,15,0
1,6,2258,53,147,1977,88,0
4,3,2594,39,447,2020,95,0
7,4,3705,16,412,3051,237,0
0,0,349,1,56,267,25,0
3,9,1403,15,214,1178,8,0
2,6,1873,109,365,1382,25,0
0,0,47,0,11,36,0,0
7,11,3226,89,1052,1944,159,0
0,0,297,17,87,189,4,0
2,2,279,6,50,226,1,0
2,2,292,10,63,220,3,0
0,0,289,6,50,231,2,0
1,1,2416,236,279,1859,44,0
3,6,1172,5,65,1101,10,0
0,1,231,22,28,179,3,0
4,4,722,51,69,601,9,0
0,2,669,3,38,624,6,0
4,9,1352,87,131,1133,14,0
16,13,2434,288,608,1521,46,0
13,12,2374,127,554,1699,19,0
7,10,1963,154,358,1444,24,0
0,1,356,1,40,315,1,0
1,2,506,0,108,401,0,0
2,3,1040,106,468,440,31,0
0,0,137,1,16,120,0,0
1,2,550,0,58,494,1,0
0,4,499,2,60,440,1,0
0,0,42,3,3,36,0,0
2,4,629,39,37,547,12,0
0,4,945,97,11,841,0,0
0,3,352,1,9,345,0,0
0,0,246,50,0,196,0,0
3,11,1858,540,170,1118,44,0
2,4,1084,698,71,312,9,0
2,4,1326,297,29,988,18,0
4,7,2188,7,11,2147,34,0
5,6,2204,148,135,1911,21,0
1,3,607,23,4,570,14,0
0,1,659,106,45,496,13,0
0,0,544,30,0,514,0,0
6,6,3346,345,232,2734,47,0
3,6,2805,68,76,2596,74,0
0,0,529,0,0,529,0,0
0,4,1325,0,11,1277,41,0
11,15,2203,299,83,1794,53,0
2,10,1431,620,29,793,1,0
5,8,1907,818,105,992,5,0
18,15,368,1,124,272,4,0
16,14,323,1,118,232,2,0
18,17,311,1,99,243,3,0
3,2,262,1,29,234,3,0
11,8,256,1,30,240,4,0
53,85,1447,1060,188,337,0,0
39,44,865,454,222,272,0,0
65,81,2934,2294,662,94,30,0
42,64,1300,148,58,1165,35,0
43,69,1736,773,182,890,3,0
30,41,1237,603,267,438,0,0
29,45,1630,764,133,756,51,0
23,24,1171,1070,61,87,0,0
66,195,3413,59,521,2941,153,0
11,22,761,341,246,207,0,0
20,11,483,282,56,176,0,0
22,31,668,679,13,29,0,0
29,16,298,283,31,28,1,0
62,61,1321,1072,188,138,46,0
34,50,1362,846,271,235,94,0
21,12,513,261,153,117,15,0
104,109,2469,1070,125,1259,228,0
91,93,1393,1291,60,211,15,0
56,54,1568,1412,114,109,43,0
36,41,1551,1223,133,228,44,0
7,6,7319,2313,1682,3244,93,0
148,149,4642,2372,339,2089,139,0
133,142,2336,1762,172,638,39,0
6,6,476,14,39,434,1,0
32,50,2318,589,117,1671,23,0
75,77,2687,788,290,1618,143,0
32,36,1422,453,117,906,14,0
51,37,906,517,138,339,0,0
5,17,1867,73,180,1622,14,0
12,17,1198,14,107,1091,15,0
11,27,814,29,63,740,20,0
2,6,302,20,15,275,0,0
38,86,2552,479,437,1659,101,0
107,124,1264,1017,98,374,6,0
7,16,1046,0,42,1003,24,0
14,35,1941,15,162,1805,8,0
29,74,2592,80,260,2340,15,0
32,66,2061,46,188,1885,40,0
126,157,1364,1556,36,40,15,0
47,107,3199,150,155,2845,203,0
6,5,167,0,4,160,14,0
35,89,2413,0,323,2161,53,0
20,80,2491,134,336,1973,148,0
14,25,905,371,214,332,27,0
43,46,1666,558,635,391,171,0
32,26,1616,704,473,389,108,0
43,43,1375,407,477,446,131,0
11,22,1006,282,503,219,35,0
10,7,531,210,209,105,24,0
60,113,2153,1211,467,192,456,0
13,10,494,383,82,42,10,0
24,34,455,465,27,21,0,0
41,70,1558,1360,204,91,14,0
16,33,505,526,9,19,0,0
12,26,313,339,7,4,1,0
28,87,2978,73,246,2730,44,0
48,40,859,905,0,29,13,0
0,3,40,3,2,38,0,0
52,88,1284,1387,7,22,8,0
34,83,3596,102,585,2945,81,0
24,33,2391,279,611,1403,155,0
61,114,2639,255,164,2316,79,0
50,66,1057,1107,35,31,0,0
54,57,813,748,41,127,8,0
42,87,1219,4,46,1258,40,0
21,18,1655,152,52,1449,41,0
124,115,2328,1665,225,586,91,0
64,84,2521,714,133,1717,105,0
48,75,3046,4,450,2700,15,0
71,80,2384,889,269,1019,358,0
2,4,87,0,11,82,0,0
66,76,3517,1059,284,2137,179,0
65,108,1902,115,165,1707,88,0
24,89,3502,463,286,2700,166,0
10,20,2445,1408,255,772,40,0
19,17,1356,840,242,225,85,0
44,74,1824,1594,73,260,15,0
51,63,2394,1251,215,941,101,0
70,96,1688,417,119,1112,206,0
2,9,240,6,19,226,0,0
40,57,681,700,57,21,0,0
72,85,3901,1735,480,1615,228,0
11,26,1459,3,164,1236,93,0
68,71,1219,1136,97,125,0,0
122,154,1003,655,147,443,34,0
37,33,1766,743,378,679,36,0
34,53,1091,973,47,152,6,0
20,28,2322,1325,255,790,0,0
15,8,636,329,54,272,4,0
4,3,30,19,5,13,0,0
3,11,544,25,45,488,0,0
38,36,1169,194,133,816,100,0
23,30,917,344,270,252,104,0
46,89,1539,116,94,1183,281,0
12,30,607,132,50,351,116,0
13,19,758,372,211,154,53,0
0,0,0,0,0,0,0,0
11,7,436,237,44,139,34,0
17,15,1398,875,15,540,0,0
69,105,3166,1070,165,1770,335,0
0,0,0,0,0,0,0,0
1,6,174,0,22,158,1,0
0,1,158,69,14,75,1,0
1,11,87,96,0,3,0,0
4,4,191,93,34,59,13,0
1,1,4,0,0,5,1,0
0,0,4765,1715,1735,1195,120,0
6,4,589,69,63,413,54,0
2,4,139,0,12,126,7,0
36,5,928,4,937,28,0,0
39,6,905,0,859,86,5,0
25,5,746,0,730,42,4,0
30,10,749,0,698,79,12,0
0,1,4,0,5,0,0,0
40,5,676,15,538,160,8,0
15,2,343,0,249,111,0,0
5,1,1340,0,703,643,0,0
338,104,780,2,1027,192,1,0
75,13,76,0,122,42,0,0
106,19,1257,0,1061,320,1,0
152,67,2416,26,1737,824,48,0
17,14,3747,50,2093,1625,10,0
45,9,1038,4,1014,73,1,0
286,47,2301,10,2488,122,14,0
207,53,670,8,832,88,2,0
129,31,2303,25,1804,579,55,0
36,10,547,10,568,15,0,0
52,14,71,0,81,56,0,0
108,21,2006,0,1854,278,3,0
71,10,1084,0,1134,26,5,0
440,94,741,11,1120,144,0,0
8,4,424,0,364,72,0,0
1,2,444,0,379,67,1,0
73,16,723,0,716,96,0,0
101,14,2284,4,2102,293,0,0
1,3,619,0,81,532,10,0
35,18,6080,309,796,4854,174,0
30,24,4592,195,324,3996,131,0
38,24,8497,328,701,7336,194,0
24,23,3813,155,243,3364,98,0
0,0,337,0,25,305,7,0
36,50,6416,47,776,5581,98,0
52,26,9084,855,2697,5345,265,0
5,11,1162,0,46,1120,12,0
12,8,4693,47,685,3941,40,0
16,15,4224,37,438,3711,69,0
17,17,2893,10,203,2593,121,0
14,7,2471,2,381,2080,29,0
0,4,496,5,57,433,5,0
9,2,1727,15,166,1536,21,0
1,0,663,13,37,600,14,0
22,16,5295,198,1153,3786,196,0
29,35,5519,252,1075,4180,76,0
25,26,5616,114,579,4919,55,0
11,6,2214,205,989,1025,12,0
8,6,1841,26,191,1615,23,0
21,21,5606,277,1579,3451,341,0
7,6,2285,0,183,2072,43,0
5,7,1801,7,196,1567,43,0
5,3,3120,318,799,1702,309,0
2,7,1633,57,273,1265,47,0
7,13,2251,0,273,1946,52,0
5,6,2245,1,228,1991,36,0
3,4,919,18,75,812,21,0
2,1,1289,1,175,1109,7,0
1,5,1596,24,228,1339,11,0
22,9,4155,148,728,3144,166,0
1,2,1465,10,187,1265,6,0
18,15,3187,4,362,2854,0,0
30,18,3777,0,527,3244,54,0
8,5,1626,73,557,969,40,0
2,6,1256,94,242,919,9,0
4,2,225,31,107,93,0,0
3,3,589,35,152,408,0,0
4,7,2109,62,612,1428,18,0
1,0,311,2,40,265,5,0
0,1,167,3,52,113,0,0
1,1,183,1,21,160,3,0
0,1,7560,2465,2202,2410,484,0
3,5,907,3,69,833,10,0
2,2,1444,1,37,1347,63,0
3,8,1041,23,256,770,3,0
30,11,1359,17,819,564,0,0
0,4,152,0,15,140,1,0
0,0,199,0,20,178,1,0
26,23,4020,905,1933,1072,159,0
87,27,961,14,736,317,8,0
0,3,243,0,23,222,1,0
0,7,837,0,78,766,0,0
5,3,188,1,74,119,2,0
2,1,172,52,59,54,10,0
1,7,351,0,34,325,0,0
10,3,541,16,311,223,4,0
4,7,923,38,344,551,1,0
0,2,27,2,6,20,1,0
75,12,920,43,804,142,18,0
2,1,86,0,74,12,3,0
37,24,3835,367,782,2744,3,0
7,7,1647,87,201,1325,48,0
28,22,3794,327,647,2764,106,0
40,29,4599,521,542,3488,117,0
62,20,3142,1211,335,1534,144,0
18,18,1995,164,51,1791,25,0
44,18,3808,726,670,2337,137,0
27,13,2352,234,419,1589,150,0
25,15,1898,525,54,1352,7,0
12,7,2424,90,169,2144,40,0
20,6,2958,256,346,2279,103,0
13,17,2356,18,150,2106,112,0
15,9,4212,665,607,2700,264,0
34,11,2930,243,331,2319,82,0
19,8,3460,97,255,3047,88,0
18,11,3515,48,336,3115,45,0
5,8,1390,15,100,1270,18,0
9,5,2396,111,281,1957,61,0
34,20,3185,223,422,2569,25,0
9,6,1674,42,466,1043,138,0
12,8,2662,77,236,2236,133,0
5,7,1079,59,111,919,2,0
6,1,1291,151,186,951,10,0
12,10,1354,37,110,1228,1,0
22,7,1270,229,137,933,0,0
50,26,2929,1430,310,1227,38,0
28,21,3856,449,546,2866,44,0
13,6,2000,151,242,1595,31,0
57,10,2651,495,437,1726,60,0
12,9,2041,44,118,1834,66,0
24,40,3131,43,585,2473,94,0
37,56,3952,22,644,3321,58,0
9,28,2234,10,235,1977,49,0
23,28,4528,44,1077,3317,141,0
29,45,2420,16,388,2037,53,0
0,0,29,0,3,26,0,0
10,11,2289,20,294,1906,90,0
34,48,4372,60,857,3508,29,0
5,4,463,0,60,395,17,0
26,21,3431,0,980,2344,154,0
4,5,252,0,30,230,1,0
26,54,2947,15,228,2709,75,0
15,8,82,0,91,13,1,0
6,4,71,0,70,10,1,0
2,0,11,0,11,2,0,0
1,2,40,0,37,5,1,0
0,2,47,0,42,6,1,0
6,0,77,0,72,10,1,0
4,5,190,1,34,162,2,0
1,1,29,0,5,25,1,0
0,0,95,1,16,77,1,0
0,2,90,1,16,75,0,0
0,0,43,0,7,35,1,0
0,1,123,1,21,101,1,0
26,41,2594,59,688,1870,44,0
12,11,914,0,223,701,13,0
9,28,1542,7,195,1295,82,0
19,37,1510,7,140,1418,1,0
5,2,745,19,185,534,14,0
29,53,2317,63,430,1867,39,0
23,24,2513,7,517,1989,47,0
7,12,2400,90,759,1548,22,0
27,34,3268,9,642,2620,58,0
33,61,1930,60,83,1881,0,0
17,18,754,2,95,664,28,0
7,4,730,1,226,501,13,0
41,54,4092,56,867,3178,86,0
29,32,3178,102,1076,1927,134,0
5,4,1089,3,180,869,46,0
22,36,1435,9,150,1309,25,0
22,49,3021,22,453,2591,26,0
1,0,288,0,49,225,15,0
11,16,1982,30,342,1606,31,0
17,24,1958,13,251,1717,18,0
0,0,807,0,227,574,6,0
0,2,485,2,75,396,14,0
0,0,248,0,29,211,8,0
0,2,455,2,58,384,13,0
0,0,383,0,48,324,11,0
0,1,353,0,54,297,3,0
0,1,636,0,120,509,8,0
0,0,39,0,2,36,1,0
0,0,40,0,2,37,1,0
0,0,11,0,1,10,0,0
0,0,34,0,2,32,0,0
0,0,37,0,2,35,0,0
16,12,560,1,279,308,0,0
11,5,578,0,364,230,0,0
12,5,561,3,496,79,0,0
16,12,812,0,277,563,0,0
38,10,1953,122,921,824,134,0
28,7,1631,27,932,665,42,0
32,9,1741,200,1334,239,9,0
11,0,436,0,403,35,9,0
12,4,382,0,368,30,0,0
23,4,1296,86,966,266,5,0
28,7,1792,56,1550,200,21,0
30,10,2456,143,1724,588,41,0
21,13,1976,25,1325,553,107,0
15,8,1328,67,860,387,37,0
9,4,691,4,404,284,12,0
7,3,612,4,363,246,9,0
12,10,915,7,516,395,19,0
67,8,272,11,299,35,2,0
106,19,1028,0,1139,13,1,0
178,17,1841,1,1643,382,10,0
55,4,752,65,602,130,14,0
96,13,647,2,694,60,0,0
0,1,665,27,157,466,16,0
0,1,206,1,50,153,3,0
1,0,394,10,98,278,9,0
0,0,530,47,136,344,3,0
0,0,85,0,21,63,1,0
1,3,650,63,157,426,8,0
0,0,170,6,1,158,5,0
1,2,269,43,7,211,11,0
4,4,574,68,15,448,51,0
